Latitude (decimal degrees):	53.368
Longitude (decimal degrees):	7.183
Elevation (m):	3
Radiation database:	PVGIS-ERA5


Slope: 23 deg. 
Azimuth: 0 deg. 
Nominal power of the PV system (c-Si) (kWp):	1.0
System losses (%):	14.0
time,P,G(i),H_sun,T2m,WS10m,Int
20230104:0530,0.0,0.0,0.0,9.09,9.31,0.0
20230104:0630,0.0,0.0,0.0,9.83,9.59,0.0
20230104:0730,0.0,0.0,-2.72,10.46,9.59,0.0
20230104:0830,0.0,4.31,3.94,10.66,9.66,0.0
20230104:0930,1.14,8.42,9.16,10.86,9.45,0.0
20230104:1030,11.73,25.89,12.57,11.18,9.24,0.0
20230104:1130,49.2,73.44,13.89,11.51,8.9,0.0
20230104:1230,33.18,54.14,13.01,11.93,9.03,0.0
20230104:1330,11.12,25.12,10.0,12.28,9.52,0.0
20230104:1430,25.19,45.32,5.12,11.85,10.0,0.0
20230104:1530,0.0,0.0,-1.29,11.75,9.1,0.0
20230104:1630,0.0,0.0,0.0,11.38,8.69,0.0
20230104:1730,0.0,0.0,0.0,11.29,8.62,0.0
20230104:1830,0.0,0.0,0.0,11.01,9.03,0.0
20230104:1930,0.0,0.0,0.0,10.88,9.38,0.0
20230104:2030,0.0,0.0,0.0,10.79,9.45,0.0
20230104:2130,0.0,0.0,0.0,10.62,9.59,0.0
20230104:2230,0.0,0.0,0.0,10.39,8.97,0.0
20230104:2330,0.0,0.0,0.0,10.18,8.62,0.0
20230105:0030,0.0,0.0,0.0,9.84,8.07,0.0
20230105:0130,0.0,0.0,0.0,9.85,7.86,0.0
20230105:0230,0.0,0.0,0.0,9.78,7.79,0.0
20230105:0330,0.0,0.0,0.0,9.58,7.72,0.0
20230105:0430,0.0,0.0,0.0,9.43,7.45,0.0
20230105:0530,0.0,0.0,0.0,9.35,7.1,0.0
20230105:0630,0.0,0.0,0.0,9.15,6.48,0.0
20230105:0730,0.0,0.0,-2.68,8.81,5.79,0.0
20230105:0830,46.55,72.86,4.0,8.39,5.17,0.0
20230105:0930,208.4,254.41,9.23,8.5,4.76,0.0
20230105:1030,204.41,248.01,12.66,9.0,3.79,0.0
20230105:1130,310.96,367.57,14.0,9.37,4.0,0.0
20230105:1230,185.4,226.51,13.13,9.69,4.62,0.0
20230105:1330,131.95,168.4,10.13,9.59,3.93,0.0
20230105:1430,67.5,97.79,5.25,9.52,3.45,0.0
20230105:1530,0.0,0.0,-1.14,8.77,2.41,0.0
20230105:1630,0.0,0.0,0.0,8.56,2.14,0.0
20230105:1730,0.0,0.0,0.0,8.35,2.62,0.0
20230105:1830,0.0,0.0,0.0,8.47,3.17,0.0
20230105:1930,0.0,0.0,0.0,8.57,3.59,0.0
20230105:2030,0.0,0.0,0.0,8.56,3.79,0.0
20230105:2130,0.0,0.0,0.0,9.07,4.34,0.0
20230105:2230,0.0,0.0,0.0,9.26,4.83,0.0
20230105:2330,0.0,0.0,0.0,9.77,4.9,0.0
20230106:0030,0.0,0.0,0.0,10.04,5.03,0.0
20230106:0130,0.0,0.0,0.0,10.11,5.79,0.0
20230106:0230,0.0,0.0,0.0,10.04,6.34,0.0
20230106:0330,0.0,0.0,0.0,10.1,6.62,0.0
20230106:0430,0.0,0.0,0.0,10.18,6.69,0.0
20230106:0530,0.0,0.0,0.0,10.29,7.17,0.0
20230106:0630,0.0,0.0,0.0,10.34,7.72,0.0
20230106:0730,0.0,0.0,-2.63,10.32,8.28,0.0
20230106:0830,2.97,12.31,4.06,9.62,9.17,0.0
20230106:0930,125.42,160.99,9.31,9.44,6.48,0.0
20230106:1030,332.23,391.54,12.76,9.14,4.97,0.0
20230106:1130,372.29,436.45,14.11,9.46,5.17,0.0
20230106:1230,330.53,389.23,13.26,9.61,5.59,0.0
20230106:1330,240.66,290.4,10.27,9.62,5.86,0.0
20230106:1430,18.45,34.99,5.4,9.44,5.31,0.0
20230106:1530,0.0,0.0,-1.0,9.0,4.97,0.0
20230106:1630,0.0,0.0,0.0,8.18,4.76,0.0
20230106:1730,0.0,0.0,0.0,7.43,4.48,0.0
20230106:1830,0.0,0.0,0.0,7.01,4.21,0.0
20230106:1930,0.0,0.0,0.0,6.7,4.07,0.0
20230106:2030,0.0,0.0,0.0,6.56,4.14,0.0
20230106:2130,0.0,0.0,0.0,6.59,3.79,0.0
20230106:2230,0.0,0.0,0.0,6.64,3.59,0.0
20230106:2330,0.0,0.0,0.0,7.45,3.79,0.0
20230107:0030,0.0,0.0,0.0,8.51,4.07,0.0
20230107:0130,0.0,0.0,0.0,9.33,4.07,0.0
20230107:0230,0.0,0.0,0.0,9.75,4.62,0.0
20230107:0330,0.0,0.0,0.0,10.12,5.1,0.0
20230107:0430,0.0,0.0,0.0,10.39,5.45,0.0
20230107:0530,0.0,0.0,0.0,10.54,5.72,0.0
20230107:0630,0.0,0.0,0.0,10.5,5.72,0.0
20230107:0730,0.0,0.0,-2.58,10.4,5.66,0.0
20230107:0830,36.88,60.48,4.13,10.44,5.66,0.0
20230107:0930,126.39,162.79,9.4,10.38,5.86,0.0
20230107:1030,219.1,265.11,12.86,10.14,5.31,0.0
20230107:1130,189.48,231.85,14.23,10.64,5.66,0.0
20230107:1230,201.05,245.25,13.39,10.77,5.66,0.0
20230107:1330,151.81,191.22,10.42,10.87,6.48,0.0
20230107:1430,49.75,75.6,5.55,10.7,6.55,0.0
20230107:1530,0.0,0.0,-0.84,10.49,6.62,0.0
20230107:1630,0.0,0.0,0.0,9.98,6.69,0.0
20230107:1730,0.0,0.0,0.0,9.68,6.97,0.0
20230107:1830,0.0,0.0,0.0,9.66,6.9,0.0
20230107:1930,0.0,0.0,0.0,9.61,6.97,0.0
20230107:2030,0.0,0.0,0.0,9.84,7.03,0.0
20230107:2130,0.0,0.0,0.0,10.0,7.03,0.0
20230107:2230,0.0,0.0,0.0,9.55,6.48,0.0
20230107:2330,0.0,0.0,0.0,9.52,6.28,0.0
20230108:0030,0.0,0.0,0.0,9.9,6.48,0.0
20230108:0130,0.0,0.0,0.0,9.95,6.34,0.0
20230108:0230,0.0,0.0,0.0,9.37,6.07,0.0
20230108:0330,0.0,0.0,0.0,9.24,5.93,0.0
20230108:0430,0.0,0.0,0.0,9.06,4.97,0.0
20230108:0530,0.0,0.0,0.0,8.65,4.97,0.0
20230108:0630,0.0,0.0,0.0,8.44,4.83,0.0
20230108:0730,0.0,0.0,-2.52,8.2,4.83,0.0
20230108:0830,48.7,75.16,4.2,7.64,4.83,0.0
20230108:0930,174.48,215.36,9.49,7.97,5.03,0.0
20230108:1030,281.35,332.78,12.97,8.63,4.9,0.0
20230108:1130,348.64,408.58,14.36,9.03,4.97,0.0
20230108:1230,252.7,301.52,13.54,9.5,4.62,0.0
20230108:1330,217.1,263.45,10.57,9.42,5.45,0.0
20230108:1430,95.59,130.67,5.71,9.31,5.03,0.0
20230108:1530,0.0,0.0,-0.68,8.73,5.1,0.0
20230108:1630,0.0,0.0,0.0,7.9,4.83,0.0
20230108:1730,0.0,0.0,0.0,7.42,4.76,0.0
20230108:1830,0.0,0.0,0.0,6.89,4.62,0.0
20230108:1930,0.0,0.0,0.0,6.46,4.97,0.0
20230108:2030,0.0,0.0,0.0,6.56,5.45,0.0
20230108:2130,0.0,0.0,0.0,6.15,5.52,0.0
20230108:2230,0.0,0.0,0.0,6.0,5.52,0.0
20230108:2330,0.0,0.0,0.0,6.03,5.24,0.0
20230109:0030,0.0,0.0,0.0,6.27,5.38,0.0
20230109:0130,0.0,0.0,0.0,6.49,5.24,0.0
20230109:0230,0.0,0.0,0.0,6.68,5.03,0.0
20230109:0330,0.0,0.0,0.0,6.49,5.24,0.0
20230109:0430,0.0,0.0,0.0,6.39,4.83,0.0
20230109:0530,0.0,0.0,0.0,5.77,4.48,0.0
20230109:0630,0.0,0.0,0.0,5.13,4.55,0.0
20230109:0730,0.0,0.0,-2.45,4.67,4.55,0.0
20230109:0830,48.06,73.25,4.29,4.93,4.48,0.0
20230109:0930,76.36,103.54,9.59,5.55,4.21,0.0
20230109:1030,51.06,74.15,13.09,5.84,3.1,0.0
20230109:1130,39.16,60.43,14.5,6.32,3.1,0.0
20230109:1230,40.4,62.03,13.69,6.63,2.55,0.0
20230109:1330,30.33,49.84,10.73,7.1,2.48,0.0
20230109:1430,13.05,27.56,5.88,7.14,2.69,0.0
20230109:1530,0.0,0.0,-0.51,7.19,2.41,0.0
20230109:1630,0.0,0.0,0.0,6.65,2.9,0.0
20230109:1730,0.0,0.0,0.0,6.2,3.24,0.0
20230109:1830,0.0,0.0,0.0,6.05,3.38,0.0
20230109:1930,0.0,0.0,0.0,5.94,3.72,0.0
20230109:2030,0.0,0.0,0.0,5.87,3.79,0.0
20230109:2130,0.0,0.0,0.0,5.62,3.79,0.0
20230109:2230,0.0,0.0,0.0,5.76,3.79,0.0
20230109:2330,0.0,0.0,0.0,5.71,3.52,0.0
20230110:0030,0.0,0.0,0.0,5.62,3.31,0.0
20230110:0130,0.0,0.0,0.0,5.61,3.66,0.0
20230110:0230,0.0,0.0,0.0,5.61,4.28,0.0
20230110:0330,0.0,0.0,0.0,5.43,4.34,0.0
20230110:0430,0.0,0.0,0.0,5.45,4.55,0.0
20230110:0530,0.0,0.0,0.0,5.43,4.69,0.0
20230110:0630,0.0,0.0,0.0,5.33,4.55,0.0
20230110:0730,0.0,0.0,-2.38,5.27,4.69,0.0
20230110:0830,66.99,97.04,4.38,5.26,4.97,0.0
20230110:0930,152.19,188.4,9.7,5.75,5.24,0.0
20230110:1030,130.75,163.48,13.22,6.55,5.38,0.0
20230110:1130,125.64,158.35,14.64,6.94,5.38,0.0
20230110:1230,118.84,151.24,13.84,6.95,4.97,0.0
20230110:1330,56.34,80.84,10.89,6.82,5.17,0.0
20230110:1430,12.59,26.67,6.05,6.35,6.34,0.0
20230110:1530,0.0,0.0,-0.34,6.09,6.48,0.0
20230110:1630,0.0,0.0,0.0,6.1,6.83,0.0
20230110:1730,0.0,0.0,0.0,6.22,7.52,0.0
20230110:1830,0.0,0.0,0.0,6.12,8.76,0.0
20230110:1930,0.0,0.0,0.0,6.1,9.38,0.0
20230110:2030,0.0,0.0,0.0,6.24,9.31,0.0
20230110:2130,0.0,0.0,0.0,6.52,8.97,0.0
20230110:2230,0.0,0.0,0.0,6.93,8.83,0.0
20230110:2330,0.0,0.0,0.0,7.58,8.83,0.0
20230111:0030,0.0,0.0,0.0,8.17,8.97,0.0
20230111:0130,0.0,0.0,0.0,8.76,9.03,0.0
20230111:0230,0.0,0.0,0.0,9.33,9.1,0.0
20230111:0330,0.0,0.0,0.0,9.64,8.97,0.0
20230111:0430,0.0,0.0,0.0,9.85,7.86,0.0
20230111:0530,0.0,0.0,0.0,9.83,6.14,0.0
20230111:0630,0.0,0.0,0.0,9.83,5.03,0.0
20230111:0730,0.0,0.0,-2.29,9.57,4.62,0.0
20230111:0830,39.7,64.34,4.47,9.26,3.93,0.0
20230111:0930,167.33,208.28,9.81,8.78,4.0,0.0
20230111:1030,296.5,351.21,13.35,9.07,4.41,0.0
20230111:1130,294.75,348.16,14.79,9.53,4.97,0.0
20230111:1230,333.72,392.1,14.01,9.54,5.72,0.0
20230111:1330,198.42,242.12,11.06,9.65,6.41,0.0
20230111:1430,112.73,149.9,6.22,9.5,6.28,0.0
20230111:1530,0.0,0.0,-0.16,8.84,5.79,0.0
20230111:1630,0.0,0.0,0.0,8.25,5.93,0.0
20230111:1730,0.0,0.0,0.0,7.77,6.28,0.0
20230111:1830,0.0,0.0,0.0,7.64,6.83,0.0
20230111:1930,0.0,0.0,0.0,7.86,7.03,0.0
20230111:2030,0.0,0.0,0.0,7.95,8.0,0.0
20230111:2130,0.0,0.0,0.0,7.9,8.28,0.0
20230111:2230,0.0,0.0,0.0,7.83,9.03,0.0
20230111:2330,0.0,0.0,0.0,8.11,7.86,0.0
20230112:0030,0.0,0.0,0.0,7.95,7.24,0.0
20230112:0130,0.0,0.0,0.0,7.5,6.76,0.0
20230112:0230,0.0,0.0,0.0,7.64,6.55,0.0
20230112:0330,0.0,0.0,0.0,8.03,6.48,0.0
20230112:0430,0.0,0.0,0.0,8.24,7.38,0.0
20230112:0530,0.0,0.0,0.0,8.42,8.41,0.0
20230112:0630,0.0,0.0,0.0,8.42,9.31,0.0
20230112:0730,0.0,0.0,-2.21,8.36,10.34,0.0
20230112:0830,2.05,10.46,4.58,9.01,10.14,0.0
20230112:0930,38.44,60.47,9.94,10.45,8.97,0.0
20230112:1030,69.49,96.69,13.49,10.79,10.34,0.0
20230112:1130,80.1,109.01,14.95,11.05,9.03,0.0
20230112:1230,107.62,140.22,14.18,11.18,7.72,0.0
20230112:1330,35.14,56.57,11.24,11.29,6.9,0.0
20230112:1430,5.37,16.21,6.4,11.17,6.21,0.0
20230112:1530,0.0,1.21,0.02,10.86,5.79,0.0
20230112:1630,0.0,0.0,0.0,10.38,5.79,0.0
20230112:1730,0.0,0.0,0.0,10.25,6.69,0.0
20230112:1830,0.0,0.0,0.0,10.41,7.66,0.0
20230112:1930,0.0,0.0,0.0,10.49,8.14,0.0
20230112:2030,0.0,0.0,0.0,10.69,8.0,0.0
20230112:2130,0.0,0.0,0.0,10.85,8.21,0.0
20230112:2230,0.0,0.0,0.0,10.6,8.83,0.0
20230112:2330,0.0,0.0,0.0,10.29,8.14,0.0
20230113:0030,0.0,0.0,0.0,9.23,7.59,0.0
20230113:0130,0.0,0.0,0.0,8.63,7.66,0.0
20230113:0230,0.0,0.0,0.0,8.07,7.66,0.0
20230113:0330,0.0,0.0,0.0,7.91,8.21,0.0
20230113:0430,0.0,0.0,0.0,7.72,8.28,0.0
20230113:0530,0.0,0.0,0.0,7.67,8.55,0.0
20230113:0630,0.0,0.0,0.0,7.71,8.83,0.0
20230113:0730,0.0,0.0,-2.11,7.83,9.03,0.0
20230113:0830,32.33,54.22,4.69,7.71,9.31,0.0
20230113:0930,23.19,40.93,10.06,7.9,9.38,0.0
20230113:1030,85.47,113.43,13.64,7.73,9.24,0.0
20230113:1130,83.91,111.75,15.11,7.88,10.34,0.0
20230113:1230,95.89,124.99,14.35,7.97,10.0,0.0
20230113:1330,127.18,160.54,11.43,8.04,9.52,0.0
20230113:1430,38.69,61.41,6.59,8.28,9.52,0.0
20230113:1530,0.0,2.86,0.21,8.06,9.93,0.0
20230113:1630,0.0,0.0,0.0,7.98,9.59,0.0
20230113:1730,0.0,0.0,0.0,7.59,9.17,0.0
20230113:1830,0.0,0.0,0.0,7.66,8.69,0.0
20230113:1930,0.0,0.0,0.0,7.38,8.28,0.0
20230113:2030,0.0,0.0,0.0,7.19,7.31,0.0
20230113:2130,0.0,0.0,0.0,7.09,6.62,0.0
20230113:2230,0.0,0.0,0.0,7.0,6.07,0.0
20230113:2330,0.0,0.0,0.0,7.0,5.52,0.0
20230114:0030,0.0,0.0,0.0,6.86,5.17,0.0
20230114:0130,0.0,0.0,0.0,6.75,5.59,0.0
20230114:0230,0.0,0.0,0.0,6.81,5.86,0.0
20230114:0330,0.0,0.0,0.0,6.66,5.45,0.0
20230114:0430,0.0,0.0,0.0,6.11,5.24,0.0
20230114:0530,0.0,0.0,0.0,5.59,5.38,0.0
20230114:0630,0.0,0.0,0.0,5.28,5.59,0.0
20230114:0730,0.0,0.0,-2.01,4.91,5.66,0.0
20230114:0830,10.58,23.71,4.81,5.07,6.21,0.0
20230114:0930,14.75,29.57,10.2,5.81,6.76,0.0
20230114:1030,10.31,23.42,13.79,6.21,7.45,0.0
20230114:1130,6.08,17.08,15.29,6.44,8.21,0.0
20230114:1230,5.79,16.65,14.54,6.83,8.28,0.0
20230114:1330,3.93,13.6,11.62,7.41,8.9,0.0
20230114:1430,0.88,7.79,6.79,8.23,9.52,0.0
20230114:1530,0.0,0.77,0.4,8.77,9.52,0.0
20230114:1630,0.0,0.0,0.0,9.29,9.1,0.0
20230114:1730,0.0,0.0,0.0,9.61,8.76,0.0
20230114:1830,0.0,0.0,0.0,10.04,8.41,0.0
20230114:1930,0.0,0.0,0.0,9.83,7.52,0.0
20230114:2030,0.0,0.0,0.0,8.02,6.55,0.0
20230114:2130,0.0,0.0,0.0,7.14,6.28,0.0
20230114:2230,0.0,0.0,0.0,6.87,6.21,0.0
20230114:2330,0.0,0.0,0.0,6.58,7.1,0.0
20230115:0030,0.0,0.0,0.0,6.41,6.62,0.0
20230115:0130,0.0,0.0,0.0,6.36,6.41,0.0
20230115:0230,0.0,0.0,0.0,6.34,6.9,0.0
20230115:0330,0.0,0.0,0.0,6.47,7.24,0.0
20230115:0430,0.0,0.0,0.0,6.45,7.59,0.0
20230115:0530,0.0,0.0,0.0,6.22,7.93,0.0
20230115:0630,0.0,0.0,0.0,6.14,7.79,0.0
20230115:0730,0.0,0.0,-1.9,5.77,8.48,0.0
20230115:0830,78.63,110.29,4.93,5.53,9.03,0.0
20230115:0930,190.59,229.47,10.34,5.7,9.86,0.0
20230115:1030,212.79,251.09,13.96,5.83,9.79,0.0
20230115:1130,204.84,242.59,15.46,5.9,8.55,0.0
20230115:1230,235.15,275.94,14.73,6.48,9.45,0.0
20230115:1330,101.29,130.51,11.81,5.81,11.38,0.0
20230115:1430,36.27,57.34,6.98,5.81,9.86,0.0
20230115:1530,0.18,6.05,0.6,5.47,9.03,0.0
20230115:1630,0.0,0.0,0.0,5.16,7.79,0.0
20230115:1730,0.0,0.0,0.0,5.21,6.9,0.0
20230115:1830,0.0,0.0,0.0,5.2,6.28,0.0
20230115:1930,0.0,0.0,0.0,5.1,6.28,0.0
20230115:2030,0.0,0.0,0.0,4.82,6.41,0.0
20230115:2130,0.0,0.0,0.0,4.98,6.34,0.0
20230115:2230,0.0,0.0,0.0,4.86,5.72,0.0
20230115:2330,0.0,0.0,0.0,4.61,5.24,0.0
20230116:0030,0.0,0.0,0.0,4.62,4.69,0.0
20230116:0130,0.0,0.0,0.0,4.59,4.07,0.0
20230116:0230,0.0,0.0,0.0,4.26,4.0,0.0
20230116:0330,0.0,0.0,0.0,4.2,4.07,0.0
20230116:0430,0.0,0.0,0.0,3.95,4.34,0.0
20230116:0530,0.0,0.0,0.0,3.87,4.41,0.0
20230116:0630,0.0,0.0,0.0,3.62,4.07,0.0
20230116:0730,0.0,0.0,-1.78,3.61,3.93,0.0
20230116:0830,19.68,36.09,5.07,3.61,4.76,0.0
20230116:0930,39.94,60.88,10.5,4.11,4.55,0.0
20230116:1030,38.17,58.8,14.12,4.21,4.41,0.0
20230116:1130,24.96,42.69,15.65,4.48,5.03,0.0
20230116:1230,16.54,31.8,14.92,4.25,6.34,0.0
20230116:1330,18.86,34.8,12.02,3.88,6.28,0.0
20230116:1430,7.85,19.65,7.19,4.04,6.21,0.0
20230116:1530,0.0,5.28,0.8,4.29,5.66,0.0
20230116:1630,0.0,0.0,0.0,4.25,4.97,0.0
20230116:1730,0.0,0.0,0.0,4.11,4.41,0.0
20230116:1830,0.0,0.0,0.0,3.82,3.86,0.0
20230116:1930,0.0,0.0,0.0,3.75,3.45,0.0
20230116:2030,0.0,0.0,0.0,3.53,2.9,0.0
20230116:2130,0.0,0.0,0.0,3.23,2.62,0.0
20230116:2230,0.0,0.0,0.0,3.89,2.48,0.0
20230116:2330,0.0,0.0,0.0,3.84,2.9,0.0
20230117:0030,0.0,0.0,0.0,3.75,4.0,0.0
20230117:0130,0.0,0.0,0.0,3.4,5.24,0.0
20230117:0230,0.0,0.0,0.0,3.13,6.62,0.0
20230117:0330,0.0,0.0,0.0,3.02,7.45,0.0
20230117:0430,0.0,0.0,0.0,3.4,7.86,0.0
20230117:0530,0.0,0.0,0.0,3.2,6.48,0.0
20230117:0630,0.0,0.0,0.0,2.95,5.31,0.0
20230117:0730,0.0,0.0,-1.66,2.26,5.17,0.0
20230117:0830,88.47,120.08,5.2,1.65,4.9,0.0
20230117:0930,216.32,255.17,10.65,1.94,4.9,0.0
20230117:1030,340.19,388.15,14.3,2.58,5.17,0.0
20230117:1130,396.13,451.33,15.84,3.26,4.48,0.0
20230117:1230,350.52,402.02,15.13,4.06,4.83,0.0
20230117:1330,302.83,351.15,12.22,4.02,5.31,0.0
20230117:1430,170.06,210.42,7.4,4.03,5.45,0.0
20230117:1530,1.04,8.03,1.01,3.41,5.03,0.0
20230117:1630,0.0,0.0,0.0,2.43,4.62,0.0
20230117:1730,0.0,0.0,0.0,1.4,4.69,0.0
20230117:1830,0.0,0.0,0.0,0.73,4.62,0.0
20230117:1930,0.0,0.0,0.0,0.38,4.62,0.0
20230117:2030,0.0,0.0,0.0,0.43,5.31,0.0
20230117:2130,0.0,0.0,0.0,0.1,5.24,0.0
20230117:2230,0.0,0.0,0.0,-0.06,4.41,0.0
20230117:2330,0.0,0.0,0.0,-0.42,4.0,0.0
20230118:0030,0.0,0.0,0.0,-0.81,3.86,0.0
20230118:0130,0.0,0.0,0.0,-1.21,3.24,0.0
20230118:0230,0.0,0.0,0.0,-1.41,2.76,0.0
20230118:0330,0.0,0.0,0.0,-1.72,3.03,0.0
20230118:0430,0.0,0.0,0.0,-1.86,3.45,0.0
20230118:0530,0.0,0.0,0.0,-1.87,3.79,0.0
20230118:0630,0.0,0.0,0.0,-1.62,4.21,0.0
20230118:0730,0.0,0.0,-1.53,-1.67,4.48,0.0
20230118:0830,119.76,153.98,5.35,-1.8,4.62,0.0
20230118:0930,275.27,315.61,10.82,-1.16,4.9,0.0
20230118:1030,360.42,406.9,14.48,0.33,4.76,0.0
20230118:1130,422.18,475.53,16.04,1.48,5.17,0.0
20230118:1230,395.73,448.25,15.33,2.6,5.59,0.0
20230118:1330,330.47,379.94,12.44,3.24,5.72,0.0
20230118:1430,185.66,226.83,7.61,3.45,6.83,0.0
20230118:1530,1.48,8.95,1.22,3.19,6.97,0.0
20230118:1630,0.0,0.0,0.0,2.67,7.59,0.0
20230118:1730,0.0,0.0,0.0,2.42,8.14,0.0
20230118:1830,0.0,0.0,0.0,2.57,8.69,0.0
20230118:1930,0.0,0.0,0.0,2.55,8.34,0.0
20230118:2030,0.0,0.0,0.0,2.49,8.0,0.0
20230118:2130,0.0,0.0,0.0,2.63,7.79,0.0
20230118:2230,0.0,0.0,0.0,2.33,7.17,0.0
20230118:2330,0.0,0.0,0.0,2.29,6.83,0.0
20230119:0030,0.0,0.0,0.0,2.51,6.83,0.0
20230119:0130,0.0,0.0,0.0,2.45,6.55,0.0
20230119:0230,0.0,0.0,0.0,2.24,6.21,0.0
20230119:0330,0.0,0.0,0.0,2.25,5.66,0.0
20230119:0430,0.0,0.0,0.0,2.25,4.97,0.0
20230119:0530,0.0,0.0,0.0,2.42,4.34,0.0
20230119:0630,0.0,0.0,0.0,2.91,3.72,0.0
20230119:0730,0.0,0.0,-1.4,3.09,3.59,0.0
